news;internet;politics;lrscale;obedience;health;religious;relattend;livewomarr;divorced;edu3;edu6;zamieszkanie3;rozwod_balanced
30;5;2;4;1;3;6;6;2;2;3;6;1; 
30;5;2;4;2;1;8;3;2;2;3;6;3; 
30;5;2;4;2;3;5;4;2;2;3;6;1; 
30;5;2;4;3;2;2;5;1;2;3;5;1; 
30;5;2;5;2;2;4;4;2; ;2;3;3; 
30;5;2;5;2;2;6;4;2;2;3;5;1; 
30;5;2;5;2;2;6;5;1;2;3;6;3; 
30;5;2;5;2;3;2;5;1;2;3;6;1; 
30;5;2;5;2;3;5;5;1;2;2;3;3; 
30;5;2;5;2;3;8;4;2;2;3;6;2; 
30;5;2;5;3;1;8;3;2;2;2;4;3; 
30;5;2;5;3;2;1;5; ;2;3;6;1; 
30;5;2;5;3;2;2;6; ;2;1;1;1; 
30;5;2;5;3;2;2;6;2;1;3;6;2;1
30;5;2;5;3;2;2;6;2;2;3;5;2; 
30;5;2;5;3;3;0;6;1;2;2;4;3; 
30;5;2;5;3;3;2;5;1;2;3;5;2; 
30;5;2;5;4;2;2;7; ;2;2;3;2; 
30;5;2;5;4;2;3;5;1;2;2;3;2; 
30;5;2;5;4;4;6;5;2;2;3;5;1; 
30;5;2;5;5;2;5;5; ;2;3;6;1; 
30;5;2;6; ;2;7;3;2;2;1;2;3; 
30;5;2;6;2;2;1;5;1;2;2;4;2; 
30;5;2;7;2;1;3;6;1;2;2;4;1; 
30;5;2;7;3;1;9;3;1;2;3;5;2; 
30;5;2;7;3;2;6;5;2;2;2;3;2; 
30;5;2;7;3;2;8;3;1;2;3;6;1; 
30;5;2;7;4;2;8;3;1;2;3;6;1; 
30;5;2;7;5;2;1;6;1;2;3;6;3; 
30;5;2;8;2;1;6;6;2;2;2;4;1; 
30;5;2;8;2;2;0;7;2;2;3;6;2; 
30;5;2;8;4;2;6;6;1;2;3;6;1; 
30;5;2;10;1;2;9;2;2;2;3;6;1; 
30;5;2;10;1;3;10;3; ; ; ; ; ; 
30;5;2;10;2;2;9;3;2;2;2;4;3; 
30;5;2;10;4;1;3;5;2;2;1;1;2; 
30;5;2;10;4;1;5;3;2;2;3;6;1; 
30;5;2;10;5;3;8;5; ;2;2;3;1; 
30;5;3; ; ;3;7;3;2;2;3;5;3;2
30;5;3; ;2;3;1;7; ;2;1;2;1; 
30;5;3; ;3;2;7;5;1;2;2;3;3; 
30;5;3; ;3;3;3;3;1;1;2;3;3;1
30;5;3;0;1;1;5;4;2;2;2;4;3; 
30;5;3;0;1;1;6;4;1;2;3;6;1; 
30;5;3;0;1;3;0;7;2;2;2;4;3; 
30;5;3;0;2;2;0;7; ; ;2;3;2; 
30;5;3;0;2;3;10;2;2;2;1;2;3; 
30;5;3;0;4;2;5;5;2;2;2;3;2; 
30;5;3;1;3;2;0;7;2;2; ; ;3; 
30;5;3;1;4;3;0;7;1;2;2;3;2; 
30;5;3;2; ;3;0;7;1;1;2;3;3;1
30;5;3;2;2;3;3;6;2;2;2;3;3; 
30;5;3;2;2;3;5;5; ; ; ; ; ; 
30;5;3;2;3;2;0;7;2;2;1;1;1; 
30;5;3;2;3;3;0;7;1;2;3;6;1; 
30;5;3;2;4;2;3;5; ;2;3;6;1; 
30;5;3;3;2;2;4;6;1;2;3;6;3; 
30;5;3;3;3;2;0;7;2;2;1;1;2; 
30;5;3;3;3;4;5;5;2;2;1;1;3; 
30;5;3;3;4;2;4;5;2;2;3;6;1; 
30;5;3;4;2;2;6;3;2;2;3;6;2; 
30;5;3;4;2;2;7;6;2;2;2;3;3; 
30;5;3;4;3;2; ;4;1;2;3;5;2; 
30;5;3;4;3;2;3;5;2;2;2;4;3; 
30;5;3;4;3;2;4;5;2;2;3;6;1; 
30;5;3;4;4;2;2;6;2;2;3;6;1; 
30;5;3;4;4;2;8;5;1;2;2;4;2; 
30;5;3;4;4;3;3;7;2;2;2;4;2; 
30;5;3;4;4;4;5;5; ; ; ; ; ; 
30;5;3;4;5;2;1;7;1;2;2;3;1; 
30;5;3;5;1;1;8;3;2;2;2;4;2; 
30;5;3;5;1;1;9;4; ;2;3;6;1; 
30;5;3;5;1;2;5;6;2;2;2;3;2; 
30;5;3;5;1;2;6;3;2;2;1;2;1; 
30;5;3;5;1;3;5;5; ;2;3;6;1; 
30;5;3;5;1;4;7;3;2;2;2;3;3;2
30;5;3;5;2;1;0;6;2;2;2;4;1; 
30;5;3;5;2;2;1;7;1;1;3;6;1;1
30;5;3;5;2;2;4;5;2;2;2;3;3; 
30;5;3;5;2;2;5;6;2;1;3;6;2;1
30;5;3;5;2;2;7;5;2;2;2;4;2; 
30;5;3;5;2;2;8;4;1;2;3;6;1; 
30;5;3;5;2;3;1;5;2;2;3;6;1; 
30;5;3;5;2;3;3;6;1;2;3;6;2; 
30;5;3;5;2;3;4;4;2;2;1;2;3; 
30;5;3;5;2;3;5;5;2;2;2;4;1; 
30;5;3;5;2;3;7;3;1;2;2;4;2; 
30;5;3;5;2;4;8;2;2;2;2;3;2; 
30;5;3;5;3;1;6;3;2;2;1;1;2;2
30;5;3;5;3;1;7;5;2;2;2;4;3; 
30;5;3;5;3;2;5; ;1;2;3;6;3;2
30;5;3;5;3;2;5;5;1;2;3;5;1; 
30;5;3;5;3;2;5;5;2;2;2;3;2; 
30;5;3;5;3;2;6;5;2;2;2;4;3; 
30;5;3;5;3;2;9;5;2;2;3;6;3; 
30;5;3;5;3;3;6;3;2;2;1;1;3;2
30;5;3;5;3;3;6;4;2;2;3;6;3;2
30;5;3;5;3;3;8;4; ; ;3;5; ; 
30;5;3;5;4;1;2;6;1;2;3;5;3; 
30;5;3;5;4;2;3;3;1;2;2;4;3; 
30;5;3;5;4;2;8;3;1;2;2;4;3; 
30;5;3;5;4;3;0;7; ;2;2;3;2; 
30;5;3;5;4;3;0;7; ;2;3;6;1; 
30;5;3;5;4;3;0;7;2;2;1;1;1;2
30;5;3;5;4;3;1;5;2;2;1;1;3; 
30;5;3;5;4;3;2;5;2;2;1;1;2; 
30;5;3;5;4;3;4;6;1;2;2;3;3; 
30;5;3;5;4;3;4;6;2;2;3;6;3; 
30;5;3;5;4;3;8;4;2;2;2;4;3; 
30;5;3;6;1;2;6;4;2;2;2;3;3; 
30;5;3;6;1;5;10;3;1;2;3;6;3; 
30;5;3;6;2;2;3;5;2;2;3;6;1; 
30;5;3;6;2;2;5;5;1;2;3;5;1; 
30;5;3;6;3;1;8;3;2;2;3;6;3; 
30;5;3;6;3;2;3;4;2;2;3;6;1; 
30;5;3;7;1;2;9;3;2;2;3;6;3; 
30;5;3;7;2;2;5;3;2;2;3;6;1; 
30;5;3;7;2;4;7;5;2;2;2;4;1; 
30;5;3;7;3;2;4;4;2;2;3;6;2; 
30;5;3;7;3;2;6;3;2;2;2;4;3; 
30;5;3;7;3;2;7;3;2;2;2;4;3; 
30;5;3;7;3;3;8;2;2;2;3;5;2; 
30;5;3;7;3;3;8;3;2;2;3;5;3; 
30;5;3;7;3;4;6;3;2;2;2;4;3; 
30;5;3;7;3;5;8;3;2;2;2;3;3; 
30;5;3;7;4;1;7;3;2;2;1;1;3;2
30;5;3;7;4;2;6;7; ; ; ; ; ; 
30;5;3;7;5;3;0;7;2;2;3;5;2; 
30;5;3;8;2;2;5;3;2;2;2;3;2; 
30;5;3;8;2;3;8;3;2;2;2;4;3; 
30;5;3;8;3;1;7;3;2;2;1;2;3; 
30;5;3;8;3;2;2;5;1;2;2;4;2; 
30;5;3;8;3;3;7;3;2;2;2;4;2; 
30;5;3;8;4;2;8;3;1;2;3;5;2; 
30;5;3;9;2;2;10;2; ;1;2;3;2;1
30;5;3;10;1;2;6;5;2;2;2;3;3; 
30;5;3;10;1;3;10;2;2;2;1;2;3; 
30;5;3;10;1;5;8;3;2;2;2;4;2; 
30;5;3;10;2;2;6;4;2;2;2;3;3; 
30;5;3;10;2;3;6;3;1;2;1;2;2; 
30;5;3;10;2;3;7;3; ; ;1;2;3; 
30;5;4;3; ;1;0;7;2;2;2;4;2; 
30;5;4;3;1;2;8;2;2;2;1;2;1; 
30;5;4;3;3;2;2;5; ;2;3;6;2; 
30;5;4;4;3;3;3;6;2;2;1;2;2; 
30;5;4;4;3;3;6;3;2;2;3;5;2; 
30;5;4;5;1;2;5;3;2;1;1;1;3;1
30;5;4;5;1;3;2;5;2;2;2;3;2; 
30;5;4;5;2;1;0;6;1;2;3;5;1; 
30;5;4;5;2;1;2;6;1;2;1;1;2; 
30;5;4;5;2;1;5;5; ; ; ; ; ; 
30;5;4;5;2;3;7;7;2;2;2;3;2;2
30;5;4;5;3;3;5;6;2;2;2;4;1; 
30;5;4;6;3;3;3;5;2;2;2;4;2; 
30;5;4;10;1;2;7;7;2;1;2;4;2;1
30;5;4;10;2;3;5;5;2;2;2;3;1; 
40;1;2;0;2;3;5;3; ; ;3;6;1; 
40;1;2;9;2;2;8;3;2;2;1;2;2; 
40;1;3;5;2;3;10;4;2;2;1;2;3;2
40;2;2;10;1;2;8;5;1;2;1;2;3; 
40;2;3;10;2;4;8;3;2;2;1;1;3; 
40;3;3; ;1;3;8;2;2;2;1;2;3; 
40;3;3;5;3;2; ;5;2;2;1;2;3;2
40;3;3;10;2;2;5;5;2;2;2;4;2; 
40;4;2;3;5;3;5;5; ;2;3;5;1; 
40;4;2;7;4;2;10;3;2;2;3;6;3; 
40;4;3;5;3;3;5;5;1;2;2;4;3; 
40;5;2;0;5;3;0;5;2;2;2;3;2; 
40;5;2;3;4;2;3;7;2;1;2;4;1;1
40;5;2;4;4;2;4;5;1;2;3;6;2; 
40;5;2;5;1;2;6;3;2;2;2;4;3; 
40;5;2;5;4;2;5;6;2;2;3;6;2;2
40;5;2;5;4;3;3;5;2;2;2;3;2; 
40;5;2;5;4;4;1;7;2;2;2;3;2; 
40;5;2;7;3;2;0;7;2;2;2;4;2; 
40;5;2;7;3;3;6;2;2;2;3;6;1; 
40;5;3;0;2;2;7;5;1;2;1;2;2; 
40;5;3;1;4;3;2;6;2;2;2;3;1; 
40;5;3;2;1;2;5;4;2;2;2;4;3; 
40;5;3;2;3;2;2;7;2;2;2;3;2; 
40;5;3;2;5;3;4;7;2;2;3;5;1; 
40;5;3;3;1;2;9;2;2;2;1;1;3; 
40;5;3;4;4;3;5;3;2;2;2;3;3; 
40;5;3;5; ;2;8;3;1;2; ; ;3;2
40;5;3;5;2;2;5;5;2;2;2;4;2; 
40;5;3;5;3;2;6;5;2;2;2;4;3; 
40;5;3;5;4;1;5;5;1;2;3;6;3;2
40;5;3;6;4;1;7;3;2;2;3;6;3; 
40;5;3;7;2;1;4;5;2;2;2;3;2; 
40;5;3;7;2;2;6;4;2;2;1;1;3; 
40;5;3;10;3;4;10;3;2;2;2;4;2; 
40;5;4;5;2;2;0;5;1;2;2;4;2;2
45;1;3;5;2;3;5;3;2;2;1;2;3; 
45;1;3;5;2;4;0;6;2;1;1;1;2;1
45;2;2;4;4;2;4;3; ;2;2;4;3; 
45;2;3;8;3;2;7;3;2;2;2;4;3; 
45;3;3;5;3;1;5;5;2;2;3;5;3; 
45;3;3;8;2;3;8;4;2;2;1;2;3; 
45;4;2;8;2;2; ;5;1;2;2;4;1; 
45;5;1;2;5;3;2;7; ;2;3;6;1; 
45;5;1;10;2;2;8;2;1;2;2;3;1; 
45;5;2;1;3;2;0;7;1;2;3;6;1; 
45;5;2;1;5;3;0;7;1;2;3;6;1; 
45;5;2;2;2;2;6;5;2;2;1;1;3; 
45;5;2;4;2;2;0;7;2;2;3;6;2; 
45;5;2;5; ; ; ; ; ; ; ; ; ; 
45;5;2;5;3;2;5;5; ; ;3;5;1; 
45;5;2;5;4;3;8;3;1;2;3;6;1; 
45;5;2;7;2;3;6;3;2;2;3;6;2; 
45;5;2;7;4;1;6;6;1;2;3;5;2; 
45;5;2;8;3;2;6;4;1;2;3;6;1; 
45;5;2;8;3;2;8;3;2;2;1;2;2; 
45;5;2;10;2;2;7;3;2;2;2;4;3; 
45;5;3;4;2;2;5;5; ;2;2;3;3; 
45;5;3;5;1;2;5;3;1;1;1;2;3;1
45;5;3;5;1;2;9;3;1;2;2;3;1; 
45;5;3;5;2;2;5;6;1;2;3;5;1; 
45;5;3;5;4;2;2;5;1;2;1;2;3; 
45;5;3;10;2;2;5;5;2;2;2;4;2; 
45;5;4;2;2;3;0;7;2;2;2;3;1; 
50;1;3;5;3;2;9;3;2;2;1;1;3; 
50;2;3;5;3;3;7;3;2;2;1;2;3; 
50;2;3;6;1;3;6;3;2;2;1;1;3; 
50;3;2;5;1;2;5;7; ; ;1;2; ; 
50;3;3;6;3;2;8;1;2;2;3;5;2; 
50;5;2;0;1;3;5;4;2;2;3;5;2; 
50;5;2;0;2;3;0;7;1;2;2;3;1; 
50;5;2;3;2;2;0;7;2;1;3;5;2;1
50;5;2;5;5;2;7;4; ;2;2;3;2; 
50;5;2;6;2;3;3;5;2;2;1;2;3; 
50;5;2;8;2;1;7;4;2;2;1;1;3; 
50;5;3; ;2;2;10;2;2;2;2;4;2; 
50;5;3;5;3;2;6;5;1;2;2;4;1; 
50;5;4;5;4;3;3;5;2;2;1;1;2; 
55;1;3;10;4;4;7;7;2;2;1;2;3; 
59;4;2;5;5;2;8;2;2;2;1;2;3; 
59;5;3;8;3;3;5;5; ;2;2;4;1;2
59;5;4;3;3;3;2;7;2;2;2;3;2;2
60; ; ; ; ;3;10;3; ; ; ; ; ; 
60; ;2;0;1;2;3;6;1;2;1;1;2; 
60; ;2;0;2;3;5;4;2;2;2;4;1; 
60; ;3;10;1;3;10;1; ;2;3;6;2; 
60;1;1;5;3;3;3;6;2;2;2;4;1; 
60;1;1;10;1;4;10;2;2;2;1;2;3; 
60;1;2;0;1;3;5;4;2;2;1;1;3; 
60;1;2;5;3;3;8;3;2;2;1;1;2;2
60;1;2;7;1;3;10;3;2;2;1;2;3; 
60;1;2;7;3;3;5;3;2;2;1;1;3; 
60;1;2;8;2;4;7;3;2;2; ; ;2; 
60;1;2;8;3;3;7;3;1;2;1;1;3;2
60;1;2;9;1;3;5;5;2;2;2;4;1; 
60;1;2;9;2;4;8;4;2;2;1;2;2; 
60;1;2;9;3;4;8;3;2;2;1;1;1; 
60;1;2;10;1;3;8;3;2;2;1;1;3; 
60;1;2;10;1;3;9; ;2;2;1;1;3; 
60;1;3; ;1;3;8;3;2;1;1;2;3;1
60;1;3; ;2;3;3;4;2;1;1;2;3;1
60;1;3; ;3;4;3;6;2;2;1;1;2; 
60;1;3;0;1;2;5;6;2;2;2;4;2; 
60;1;3;0;2;4;2;7;2;2;1;2;1;2
60;1;3;5;1;5;10;2;2;2;1;2;3; 
60;1;3;5;2;2;5;3;2;2;1;2;2; 
60;1;3;5;3;2;5;3;2;2;1;1;3; 
60;1;3;5;3;2;5;5;2;2;1;2;2; 
60;1;3;5;3;2;6;4;2;2;1;2;3; 
60;1;3;5;4;5;0;7;1;2;2;4;2; 
60;1;3;5;5;2;10;2;2;2;1;1;3;2
60;1;3;6;2;3;6;3;2;2;1;2;3; 
60;1;3;7;1;3;10;6;2;2;3;6;1; 
60;1;3;8; ;2;9;3;2;2;1;2;3; 
60;1;3;8;2;3;8;3;2;2;2;4;1; 
60;1;3;10;1;2;8;3;2;2;2;4;3; 
60;1;3;10;1;3;1;6;2;2;1;1;3;2
60;1;3;10;1;3;7;3;2;2;2;4;2; 
60;1;3;10;1;3;10; ;2;2;1;1;3;2
60;1;3;10;2;4;8;3;2;2;1;2;3; 
60;1;3;10;4;4;5;5;2;2;1;2;3; 
60;1;4;0;2;3; ;5;2;2;1;2;3; 
60;1;4;1; ;2;7;3;2;2;2;4;3; 
60;1;4;5;2;1;6;3; ;2;1;2;3; 
60;1;4;5;2;5;5;5;2;2;1;1;3; 
60;2;1;2;2;2;5;3; ;1;2;4;1;1
60;2;2;2;4;3;8;2;2;2;2;4;3; 
60;2;2;5;1;4;3;4;2;2;1;2;3; 
60;2;2;5;2;3;4;3;2;2;1;1;3; 
60;2;2;5;3;3;2;5;2;2;2;4;3; 
60;2;2;5;3;3;3;4; ;2;2;3;3;2
60;2;2;7;2;2;8;3;2;2;2;3;1; 
60;2;2;7;2;3;7;3; ;1;3;6;2;1
60;2;2;8;3;3;7;3;2;2;2;3;2; 
60;2;2;10;2;4;8;3;2;2;1;2;3;2
60;2;3; ;2;2;5;6;1;1;1;2;3;1
60;2;3; ;2;2;8;3;2;2;1;2;3; 
60;2;3; ;4;2;8;3;2;2;3;6;3; 
60;2;3;0;2;2;8;2;2;2;1;2;3; 
60;2;3;1;2;2;0;6;2;2;2;3;3; 
60;2;3;3;3;3;0;7;2;2;2;4;2; 
60;2;3;4;2;3;5;4;2;2;2;3;2; 
60;2;3;5;2;2;9;3;2;2;2;3;3; 
60;2;3;5;2;3;5;4;2;2;1;2;3; 
60;2;3;5;2;3;9;4;2;2;1;2;3; 
60;2;3;5;3;3;5;4;2;2;1;2;2; 
60;2;3;6;2;2;7;3;2;2;1;2;3; 
60;2;3;7;1;2;8;3;2;2;2;3;3;2
60;2;3;7;2;3;5;5;2;1;2;4;2;1
60;2;3;8;2;2;8;1;2;1;2;4;1;1
60;2;3;10;1;4;10;2;1;2;2;4;3; 
60;2;3;10;2;2;5;6;2;2;2;4;3; 
60;2;3;10;3;4;3;6;1;1;3;6;2;1
60;2;4; ;1;3;7;3;2;2;1;2;3; 
60;2;4; ;2;3;5;5;2;2;1;1;3;2
60;2;4; ;5;2;3;5;2;2;3;5;2; 
60;2;4;5;1;3;8;3;2;2;3;6;2; 
60;2;4;5;2;2;5;5;2;2;1;2;3; 
60;2;4;5;2;3;7;4;2;1;1;2;2;1
60;2;4;7;2;3;8;3;2;2;1;1;3;2
60;2;4;9;3;2;7;3;2;2;2;4;3; 
60;3;2; ;2;3;8;3;2;2;1;1;3; 
60;3;2;3;2;3; ;4;2;2;1;2;2; 
60;3;2;3;3;3;2;5;2;2;2;4;1; 
60;3;2;3;3;3;5;5;2;2;2;3;2; 
60;3;2;5;2;2;5;5;2;1;1;2;3;1
60;3;2;5;2;2;6;5;2;2;1;2;2; 
60;3;2;5;2;3;2;6;2;2;2;4;2; 
60;3;2;5;2;3;3;6;2;2;1;2;2; 
60;3;2;5;3;2;2;5; ;2; ; ; ;2
60;3;2;6;2;2;7;4;2;2;3;5;3; 
60;3;2;7;4;2;7;3;2;2;2;4;3; 
60;3;2;8;3;3;7;3;2;2;2;4;3; 
60;3;2;10;1;2;7;3;2;1;2;4;3;1
60;3;2;10;3;3;9;3;2;2;1;2;2; 
60;3;3;0;2;3;1;6;2;1;1;2;2;1
60;3;3;0;3;3;2;5;2;2;1;2;3; 
60;3;3;3;4;2;5;4;2;2;2;3;2; 
60;3;3;4;2;3;7;4;2;2;1;2;2; 
60;3;3;5; ; ; ; ; ; ; ; ; ; 
60;3;3;5;1;1;5;6;1;2;3;5;1; 
60;3;3;5;1;2;9;4;1;2; ; ;3; 
60;3;3;5;1;3;5;6;1;2;1;2;1; 
60;3;3;5;2;2;5;4;2;2;1;2;3; 
60;3;3;5;2;2;7;2;2;2;3;6;2; 
60;3;3;5;2;2;7;3; ;2;3;6;2; 
60;3;3;5;2;2;8;3;2;2;2;4;3; 
60;3;3;5;3;2;7;3;2;2;1;2;3; 
60;3;3;5;3;2;7;3;2;2;2;3; ; 
60;3;3;5;3;2;10;1;2;2;2;3;2; 
60;3;3;5;3;3;5;3; ; ; ; ; ; 
60;3;3;5;3;3;5;4;1;2;1;2;3; 
60;3;3;8;1;1;4;4;2;2;1;2;3; 
60;3;3;8;3;4;6;5;1;2;2;4;3; 
60;3;3;10;1;3;9;3;2;2;3;5;2; 
60;3;3;10;2;2;7;3;2;2;1;2;2;2
60;4;1;5;4;3;2;5; ;1;3;5;1;1
60;4;1;9;3;2; ;5;2;2;3;6;2; 
60;4;2;2;3;3;3;4;2;2;2;4;2; 
60;4;2;2;4;3;10;2;2;2;1;2;2; 
60;4;2;5;1;3;3;7;2;2;3;6;3; 
60;4;2;5;2;2;6;4;2;1;2;3;3;1
60;4;2;5;2;2;10;3;2;2;3;6;1; 
60;4;2;7;3;3;3;7;2;2;3;6;2; 
60;4;2;7;4;2;2;6;1;2;2;3;2; 
60;4;2;7;4;2;3;5;2;2;1;2;3; 
60;4;2;8;2;2;5;6;2;2;1;2;2; 
60;4;2;8;2;2;7;2;2;2;3;6;2; 
60;4;2;10;1;2;8;3;2;2;3;5;2; 
60;4;2;10;1;3;3;5;2;2;1;2;3;2
60;4;2;10;1;3;10;1;2;2;3;6;2; 
60;4;2;10;2;2;8;4; ;2;1;1;3; 
60;4;3; ;3;2;2;7;1;2;3;5;2; 
60;4;3;5;1;2;4;5;1;2;2;3;1; 
60;4;3;5;2;2;5;5; ; ; ; ; ; 
60;4;3;5;2;2;8;5;1;2;2;4;1; 
60;4;3;5;2;2;10;3;2;2;2;4;3; 
60;4;3;5;2;3;7;5; ; ; ; ; ; 
60;4;3;5;3;2;1;7; ;2;3;6;1; 
60;4;3;5;3;2;5;5;1;2;3;6;2; 
60;4;3;5;3;2;6;3;2;2;2;4;3; 
60;4;3;5;3;2;7;4;2;2;2;3;3; 
60;4;3;5;3;2;7;5;1;2;2;4;3; 
60;4;3;5;3;2;8;5; ;2;3;6;2; 
60;4;3;7;1;2;7;4;2;2;1;1;3;2
60;4;3;7;3;1;10;3;2;1;3;6;2;1
60;4;3;8;2;2;5;4;1;2;3;6;3; 
60;4;3;8;2;2;8;3;2;2;2;4;2; 
60;4;3;8;2;3;10;3;2;2;1;2;2; 
60;4;4;0;1;2;5;5;2;2;2;4;2; 
60;4;4;7;2;1;8;5;2;2;1;2;3;2
60;4;4;9;3;4;5;6;2;2;3;5;1; 
60;5;1;0;3;3;1;6;2;1;3;6;1;1
60;5;1;0;4;2;0;7; ;2;2;4;1; 
60;5;1;1;1;1;5;4;2;1;3;5;1;1
60;5;1;1;4;2;2;7;1;2;3;6;1; 
60;5;1;5;1;3;10;5;2;2;3;5;1; 
60;5;1;5;2;4;5;5; ;2;2;3;3; 
60;5;1;5;3;2;5;5;1;2;3;6;1; 
60;5;1;5;4;1;8;3;1;2;3;5;2; 
60;5;1;5;5;2;0;7;1;2;3;6;1; 
60;5;1;6;2;1;2;5; ;2;3;6;1; 
60;5;1;6;2;2;8;2;2;1;2;3;1;1
60;5;1;7;3;3;2;6;1;2;3;6;1; 
60;5;1;9;1;2;9;3;2;2;3;6;1; 
60;5;1;10;1;1;2;6;2;2;3;5;2; 
60;5;2; ; ; ; ; ; ; ; ; ; ; 
60;5;2; ;2;2;4;5;2;2;1;2;3; 
60;5;2; ;2;3; ; ; ;2;3;6;1;2
60;5;2; ;3;4; ; ;1;2;3;6;1; 
60;5;2;0;1;4;0;7;1;2;3;6;1;2
60;5;2;0;2;1;9;4;2;2;1;2;3; 
60;5;2;0;2;2;7;3;2;2;2;4;2; 
60;5;2;0;2;3;5;3;2;2;2;3;2; 
60;5;2;0;3;1;2;6;2;2;3;6;1; 
60;5;2;0;3;2;1;7;2;2;1;2;1; 
60;5;2;0;3;2;5;5;2;2;3;5;1; 
60;5;2;0;3;4;5;4;2;2;3;5;2; 
60;5;2;0;4;2;0;6;2;2;3;6;1; 
60;5;2;0;4;3;4;6;1;2;1;1;3; 
60;5;2;0;4;3;5;6;1;2;3;6;1; 
60;5;2;0;5;1;0;7;1;2;3;6;2; 
60;5;2;0;5;2;1;7;2;2;3;5;3;2
60;5;2;1;2;2;0;7;2;2;3;6;1; 
60;5;2;1;4;1;0;7;1;2;3;6;1; 
60;5;2;2;1;3;7;3;2;2;2;4;3; 
60;5;2;2;2;2;3;3;1;1;3;6;2;1
60;5;2;2;3;1;1;5;2;2;3;5;3; 
60;5;2;2;3;2;8;3;1;2;3;6;3; 
60;5;2;2;3;3;3;7;2;2;3;6;1; 
60;5;2;2;4;1;3;5; ;2;3;6;1; 
60;5;2;2;4;2;5;5; ; ; ; ; ; 
60;5;2;2;4;4;1;7; ;2;3;5;1; 
60;5;2;2;5;1;0;7;1;2;3;6;1; 
60;5;2;2;5;2;0;7; ;1;3;6;3;1
60;5;2;3;1;2;8;5;1;2;2;3;1; 
60;5;2;3;2;2;0;7;1;2;2;4;2; 
60;5;2;3;2;2;3;3;1;2;3;6;2; 
60;5;2;3;3;1;1;4;1;2;3;6;1; 
60;5;2;3;3;2;1;7;1;2;3;6;2; 
60;5;2;3;3;2;5;4;2;2;1;1;2; 
60;5;2;3;4;2;0;6;1;1;1;2;2;1
60;5;2;3;4;2;0;7;2;2;2;3;2; 
60;5;2;3;4;3;0;7;1;2;2;3;1; 
60;5;2;3;4;3;5;7;1;2;3;6;1; 
60;5;2;3;5;2;0;7; ;2;2;3;1; 
60;5;2;3;5;4;0;7;1;2;3;6;1; 
60;5;2;4;2;1;7;4;1;2;3;6;2; 
60;5;2;4;2;1;8;6; ;2;3;6;2; 
60;5;2;4;2;2;8;3; ;2;3;5;3; 
60;5;2;4;2;2;8;3;2;2;1;2;3; 
60;5;2;4;2;3;4;6;2;2;1;2;2; 
60;5;2;4;2;3;6;7;2;2;2;4;3; 
60;5;2;4;2;3;7;4;2;1;3;6;1;1
60;5;2;4;3;2;1;7;2;2;2;4;3; 
60;5;2;4;3;2;4;5;1;2;3;6;2; 
60;5;2;4;3;3;1;7;2;2;3;6;3; 
60;5;2;4;4;2;5;3;2;2;2;3;2; 
60;5;2;4;4;2;9;6;2;2;3;6;2; 
60;5;2;5; ; ;2;5;1;1;3;5;1;1
60;5;2;5;1;1;10;4;1;2;2;4;2; 
60;5;2;5;1;2;1;6;1;1;2;4;1;1
60;5;2;5;2;2;3;5;1;2;2;3;1; 
60;5;2;5;2;2;5;6;2;2;2;3;2; 
60;5;2;5;2;2;6;4;2;2;1;2;3; 
60;5;2;5;2;2;6;5;2;2;2;4;3; 
60;5;2;5;2;3;0;5;2;2;2;4;2; 
60;5;2;5;2;3;5;5;2;2;3;5;1; 
60;5;2;5;2;3;7;4;1;2;2;3;3; 
60;5;2;5;2;3;8;2;2;2;3;6;1; 
60;5;2;5;3;2;0;7;1;1;3;5;2;1
60;5;2;5;3;2;3;4;2;2;3;6;1; 
60;5;2;5;3;3;3;5;2;2;2;3;3; 
60;5;2;5;3;3;7;3;1;2;3;6;1; 
60;5;2;5;4;2; ; ;1;2;3;6;1; 
60;5;2;5;4;2;0;6;2;2;2;3;3;2
60;5;2;5;4;2;0;6;2;2;3;6;1; 
60;5;2;5;4;2;0;7; ;2;3;6;1; 
60;5;2;5;4;2;2;6;1;1;3;5;1;1
60;5;2;5;4;2;4;4;2;2;3;6;1; 
60;5;2;5;4;2;4;5;1;2;3;5;1; 
60;5;2;5;4;2;7;3;1;2;3;6;1; 
60;5;2;5;4;2;7;3;2;2;3;6;3; 
60;5;2;5;4;3; ;4;2;2;1;2;2; 
60;5;2;5;5;2;0;7;1;2;3;5;1; 
60;5;2;5;5;2;2;6;1;2;3;6;1; 
60;5;2;6;2;1;5;5;2;2;1;1;3; 
60;5;2;6;2;2;1;7;1;1;3;6;1;1
60;5;2;6;2;2;6;4;1;2;2;3;1; 
60;5;2;6;2;3;7;4;1;2;2;3;3; 
60;5;2;6;2;3;8;3;2;2;2;4;3; 
60;5;2;6;4;2; ; ; ; ; ; ; ; 
60;5;2;6;4;2;6;3;2;2;1;1;2; 
60;5;2;7;1;3;6;5;2;2;2;4;2; 
60;5;2;7;2;2;0;7;2;2;1;1;1; 
60;5;2;7;2;2;6;4;2;2;2;3;1; 
60;5;2;7;2;2;6;4;2;2;2;4;2; 
60;5;2;7;2;2;8;4;2;2;1;2;2; 
60;5;2;7;2;4;1;6;1;2;1;2;3;2
60;5;2;7;3;4;2;5;1;1;3;6;2;1
60;5;2;7;4;2;5;5;2;2;3;6;2; 
